MBT,2024-09-11 22:57:50.227533+02:00,Wednesday,"(19, 223, 150)"
MBT,2024-09-11 22:59:25.926575+02:00,Wednesday,"(19, 223, 150)"
MBT,2024-09-11 23:18:13.965260+02:00,Wednesday,"(228, 227, 223)"
MBT,2024-09-11 23:19:44.668172+02:00,Wednesday,"(19, 223, 150)"
